#BioSample,Organism group,Scientific name,Isolation type,Location,Isolation source,Isolate,Antibiotic,Resistance phenotype,Measurement sign,MIC (mg/L),Disk diffusion (mm),Laboratory typing platform,Vendor,Laboratory typing method version or reagent,Testing standard,Create date
SAMN51434665,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050756.1,marbofloxacin,susceptible,>,4,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:05Z
SAMN51434664,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050253.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:27Z
SAMN51434663,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050254.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434662,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050255.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434661,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050256.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434660,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050257.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434659,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050258.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434658,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050259.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434657,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050260.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434656,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050261.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434655,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050263.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434654,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050264.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434653,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050265.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434652,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050266.1,meropenem,intermediate,==,8,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434651,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050267.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434650,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050268.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434648,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050270.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434647,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050271.1,meropenem,resistant,<,0.25,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434646,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050272.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434645,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050274.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434644,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050275.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434643,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050276.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434719,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050384.1,meropenem,resistant,==,1,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434718,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050385.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434717,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050386.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434716,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050387.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434715,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050389.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434714,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050390.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434713,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050391.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434712,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050392.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434710,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050394.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:55Z
SAMN51434902,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050397.1,meropenem,resistant,<,0.25,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:55Z
SAMN51434642,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050541.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:23Z
SAMN51434641,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050542.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:23Z
SAMN51434640,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050543.1,meropenem,intermediate,==,8,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:23Z
SAMN51434639,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050544.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:24Z
SAMN51434638,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050545.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:24Z
SAMN51434635,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050549.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:25Z
SAMN51434634,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050550.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:25Z
SAMN51434633,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050551.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:25Z
SAMN51434632,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050552.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:25Z
SAMN51434631,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050553.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:25Z
SAMN51434630,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050554.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:26Z
SAMN51434629,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050555.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:26Z
SAMN51434628,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050556.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:26Z
SAMN51434627,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050557.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:37:26Z
SAMN51434669,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050751.1,meropenem,resistant,<,0.25,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:38:04Z
SAMN51434668,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050752.1,meropenem,intermediate,==,4,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:38:05Z
SAMN51434667,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050753.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:38:05Z
SAMN51434666,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050754.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:38:05Z
SAMN51434665,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050756.1,meropenem,susceptible,>,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:38:05Z
SAMN51434664,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050253.1,neomycin,resistant,==,8,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:27Z
SAMN51434663,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050254.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:28Z
SAMN51434662,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050255.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:28Z
SAMN51434661,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050256.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:28Z
SAMN51434660,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050257.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:28Z
SAMN51434659,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050258.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:29Z
SAMN51434658,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050259.1,neomycin,resistant,==,8,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:29Z
SAMN51434657,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050260.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:29Z
SAMN51434656,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050261.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:29Z
SAMN51434655,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050263.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:30Z
SAMN51434654,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050264.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:30Z
SAMN51434653,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050265.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:30Z
SAMN51434652,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050266.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:30Z
SAMN51434651,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050267.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:30Z
SAMN51434650,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050268.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:31Z
SAMN51434648,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050270.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:31Z
SAMN51434647,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050271.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:31Z
SAMN51434646,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050272.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:31Z
SAMN51434645,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050274.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:32Z
SAMN51434644,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050275.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:32Z
SAMN51434643,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050276.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:32Z
SAMN51434719,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050384.1,neomycin,resistant,==,4,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:53Z
SAMN51434718,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050385.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:53Z
SAMN51434717,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050386.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:53Z
SAMN51434716,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050387.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:53Z
SAMN51434715,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050389.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:54Z
SAMN51434714,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050390.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:54Z
SAMN51434713,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050391.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:54Z
SAMN51434712,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050392.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:54Z
SAMN51434710,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050394.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:55Z
SAMN51434902,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050397.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:36:55Z
SAMN51434642,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050541.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:23Z
SAMN51434641,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050542.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:23Z
SAMN51434640,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050543.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:23Z
SAMN51434639,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050544.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:24Z
SAMN51434638,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050545.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:24Z
SAMN51434635,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050549.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:25Z
SAMN51434634,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050550.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:25Z
SAMN51434633,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050551.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:25Z
SAMN51434632,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050552.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:25Z
SAMN51434631,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050553.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:25Z
SAMN51434630,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050554.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:26Z
SAMN51434629,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050555.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:26Z
SAMN51434628,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050556.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:26Z
SAMN51434627,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050557.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:37:26Z
SAMN51434669,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050751.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:04Z
SAMN51434668,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050752.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:05Z
SAMN51434667,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050753.1,neomycin,susceptible,>,64,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:05Z
SAMN51434666,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050754.1,neomycin,intermediate,==,16,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:05Z
SAMN51434665,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050756.1,neomycin,resistant,<,2,,Vitek,Biomérieux,,CLSI,2026-01-10T12:38:05Z
SAMN51434664,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050253.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:27Z
SAMN51434663,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050254.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434662,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050255.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434661,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050256.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434660,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050257.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:28Z
SAMN51434659,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050258.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434658,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050259.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434657,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050260.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434656,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050261.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:29Z
SAMN51434655,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050263.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434654,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050264.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434653,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050265.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434652,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050266.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434651,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050267.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:30Z
SAMN51434650,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050268.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434648,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050270.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434647,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050271.1,piperacillin-tazobactam,intermediate,==,16,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434646,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050272.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:31Z
SAMN51434645,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050274.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434644,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050275.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434643,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050276.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:32Z
SAMN51434719,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050384.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434718,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050385.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434717,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050386.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434716,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050387.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:53Z
SAMN51434715,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050389.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434714,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050390.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434713,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050391.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
SAMN51434712,Klebsiella pneumoniae,Klebsiella pneumoniae,clinical,Brazil,hospital,PDT003050392.1,piperacillin-tazobactam,susceptible,>,128,,Vitek,Biomérieux,,EUCAST,2026-01-10T12:36:54Z
